0 0 0 0
0 5 0 0
0 10 0 0
0 15 0 0
0 20 0 0
0 25 0 0
0 30 0 0
0 35 0 0
0 40 -0.74204 0.0343427
0 45 -2.7115 0.398918
0 50 3 1.62366e-16
0 55 3 0
0 60 3 0
0 65 3 -1.50938e-16
0 70 3 0
0 75 3 0
0 80 3 1.49879e-16
0 85 3 1.50136e-16
0 90 3 0
0 95 3 0

5 0 0 0
5 5 0 0
5 10 0 0
5 15 0 0
5 20 0 0
5 25 0 0
5 30 0 0
5 35 0 0
5 40 -0.69605 -0.0259115
5 45 -1.80841 -0.782289
5 50 0.74129 -1.35998
5 55 2.3117 -0.624056
5 60 2.57344 -0.306453
5 65 2.64962 -0.18881
5 70 2.68455 -0.139668
5 75 2.69757 -0.123198
5 80 2.69367 -0.130821
5 85 2.68062 -0.170081
5 90 2.68483 -0.277129
5 95 2.63781 -0.425212

10 0 0 0
10 5 0 0
10 10 0 0
10 15 0 0
10 20 0 0
10 25 0 0
10 30 0 0
10 35 0 0
10 40 -0.401796 -0.0330301
10 45 -0.91002 -0.657233
10 50 0.541726 -1.02894
10 55 1.83578 -0.773229
10 60 2.35586 -0.484288
10 65 2.55194 -0.329598
10 70 2.64364 -0.256279
10 75 2.69244 -0.23119
10 80 2.72341 -0.244509
10 85 2.76394 -0.303042
10 90 2.8291 -0.401575
10 95 2.39759 -0.301177

15 0 0 0
15 5 0 0
15 10 0 0
15 15 0 0
15 20 0 0
15 25 0 0
15 30 0 0
15 35 0 0
15 40 -0.183372 -0.0221843
15 45 -0.348019 -0.423977
15 50 0.594968 -0.718129
15 55 1.58756 -0.673261
15 60 2.16414 -0.514045
15 65 2.44631 -0.393607
15 70 2.59589 -0.327299
15 75 2.68756 -0.304513
15 80 2.76045 -0.320478
15 85 2.84377 -0.371916
15 90 2.84222 -0.394418
15 95 2.07198 -0.198119

20 0 0 0
20 5 0 0
20 10 0 0
20 15 0 0
20 20 0 0
20 25 0 0
20 30 0 0
20 35 0 0
20 40 -0.0568896 -0.013734
20 45 0.0256805 -0.263824
20 50 0.715554 -0.495646
20 55 1.49871 -0.534543
20 60 2.0471 -0.469422
20 65 2.36688 -0.398705
20 70 2.55758 -0.354642
20 75 2.68664 -0.341531
20 80 2.79481 -0.358469
20 85 2.88481 -0.388054
20 90 2.74837 -0.343186
20 95 1.80464 -0.137864

25 0 0 0
25 5 0 0
25 10 0 0
25 15 0 0
25 20 0 0
25 25 0 0
25 30 0 0
25 35 0 0
25 40 0.0149711 -0.00871869
25 45 0.278184 -0.165961
25 50 0.845645 -0.343556
25 55 1.49037 -0.411822
25 60 1.99259 -0.400809
25 65 2.32118 -0.37027
25 70 2.5359 -0.349734
25 75 2.69191 -0.348317
25 80 2.82049 -0.364495
25 85 2.88115 -0.36917
25 90 2.60851 -0.284808
25 95 1.59743 -0.0999004

30 0 0 0
30 5 0 0
30 10 0 0
30 15 0 0
30 20 0 0
30 25 0 0
30 30 0 0
30 35 0 0
30 40 0.0570178 -0.00580228
30 45 0.449846 -0.106474
30 50 0.963666 -0.239629
30 55 1.51906 -0.312997
30 60 1.97856 -0.329963
30 65 2.30357 -0.326107
30 70 2.53069 -0.324224
30 75 2.70299 -0.332638
30 80 2.83471 -0.346008
30 85 2.84337 -0.329896
30 90 2.46078 -0.229793
30 95 1.43822 -0.0735834

35 0 0 0
35 5 0 0
35 10 0 0
35 15 0 0
35 20 0 0
35 25 0 0
35 30 0 0
35 35 0 0
35 40 0.0823559 -0.00404906
35 45 0.566906 -0.0691367
35 50 1.06251 -0.167038
35 55 1.5621 -0.234578
35 60 1.9877 -0.263967
35 65 2.30542 -0.275755
35 70 2.53824 -0.286354
35 75 2.71757 -0.301043
35 80 2.83749 -0.310152
35 85 2.78602 -0.280297
35 90 2.32422 -0.180422
35 95 1.31705 -0.053924

40 0 0 0
40 5 0 0
40 10 0 0
40 15 0 0
40 20 0 0
40 25 0 0
40 30 0 0
40 35 0 0
40 40 0.0977623 -0.0029446
40 45 0.646127 -0.0444858
40 50 1.14096 -0.114392
40 55 1.60747 -0.171259
40 60 2.00837 -0.203869
40 65 2.31899 -0.223384
40 70 2.5539 -0.240939
40 75 2.73296 -0.258347
40 80 2.83111 -0.262978
40 85 2.72186 -0.226677
40 90 2.20746 -0.136694
40 95 1.22677 -0.03843

45 0 0 0
45 5 0 0
45 10 0 0
45 15 0 0
45 20 0 0
45 25 0 0
45 30 0 0
45 35 0 0
45 40 0.106819 -0.00221308
45 45 0.697988 -0.0271541
45 50 1.19985 -0.0742581
45 55 1.64856 -0.118321
45 60 2.03303 -0.148538
45 65 2.33832 -0.170275
45 70 2.57349 -0.19045
45 75 2.74725 -0.207922
45 80 2.81909 -0.209069
45 85 2.66028 -0.17262
45 90 2.1138 -0.097945
45 95 1.16221 -0.0257088

50 0 0 0
50 5 0 0
50 10 0 0
50 15 0 0
50 20 0 0
50 25 0 0
50 30 0 0
50 35 0 0
50 40 0.111468 -0.00170383
50 45 0.728927 -0.0140599
50 50 1.24039 -0.0417907
50 55 1.68158 -0.0719999
50 60 2.05663 -0.0961824
50 65 2.35902 -0.116279
50 70 2.59384 -0.135957
50 75 2.75971 -0.152003
50 80 2.80533 -0.151479
50 85 2.60763 -0.119833
50 90 2.04402 -0.0632706
50 95 1.1196 -0.0148699

55 0 0 0
55 5 0 0
55 10 0 0
55 15 0 0
55 20 0 0
55 25 0 0
55 30 0 0
55 35 0 0
55 40 0.112779 -0.00133257
55 45 0.74278 -0.00338012
55 50 1.26348 -0.0137664
55 55 1.70403 -0.0293318
55 60 2.07567 -0.0448484
55 65 2.37796 -0.0605199
